Complaint_Text,Category,Sentiment,Priority,Village,Date,Pincode,lang
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Pandare,2024-07-28,413103,mr
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Baramati,2025-08-16,413102,mr
पाण्याचा टँकर आला नाही 10 दिवसांपासून.,Water,Negative,High,Supa,2025-07-27,413109,mr
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Katphal,2025-03-07,413111,mr
The road from Daund to nearby town is full of potholes.,Road,Negative,Low,Nimbut,2024-02-22,413110,en
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Baramati,2024-01-20,413102,mr
No doctor available at primary health center.,Health,Negative,Medium,Morgaon,2024-01-08,413304,en
गावात नाल्यांची स्वच्छता होत नाही.,Sanitation,Negative,Medium,Someshwar,2024-03-23,412306,mr
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Pandare,2024-03-25,413103,mr
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Supa,2025-08-17,413109,en
Streetlights are not working at the chowk.,Others,Negative,Low,Morgaon,2024-06-19,413304,en
Frequent power cuts in the evening.,Electricity,Negative,High,Supa,2024-11-09,413109,en
Village health worker is absent since 10 days.,Health,Negative,High,Katphal,2025-01-04,413111,en
Village road is damaged due to rain.,Road,Negative,Low,Malegaon,2025-05-31,413115,en
Library in village remains closed.,Others,Negative,Low,Baramati,2024-09-20,413102,en
Village health worker is absent since 3 days.,Health,Negative,High,Baramati,2024-10-23,413102,en
गावात वीज पुरवठा खंडित झाला आहे.,Electricity,Negative,High,Malegaon,2025-03-21,413115,mr
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Pandare,2025-07-17,413103,en
Library in village remains closed.,Others,Negative,Low,Someshwar,2024-08-29,412306,en
Village health worker is absent since 3 days.,Health,Negative,Medium,Supa,2025-07-01,413109,en
गावात नाल्यांची स्वच्छता होत नाही.,Sanitation,Negative,Medium,Supa,2024-01-02,413109,mr
No doctor available at primary health center.,Health,Negative,Medium,Baramati,2025-05-25,413102,en
Library in village remains closed.,Others,Negative,Low,Katphal,2024-11-23,413111,en
Playground is not maintained properly.,Others,Negative,Low,Pandare,2024-12-22,413103,en
Garbage is not collected regularly in Someshwar.,Sanitation,Negative,Medium,Malegaon,2024-11-01,413115,en
Drinking water tank is empty.,Water,Negative,High,Supa,2024-01-05,413109,en
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Morgaon,2024-07-28,413304,mr
"Handpump is broken, villagers are suffering.",Water,Negative,High,Pandare,2024-11-06,413103,en
The road from Jejuri to nearby town is full of potholes.,Road,Negative,Low,Pandare,2024-05-11,413103,en
Village health worker is absent since 3 days.,Health,Negative,Medium,Morgaon,2024-12-25,413304,en
The road from Bhigwan to nearby town is full of potholes.,Road,Negative,Low,Someshwar,2024-05-18,412306,en
The road from Morgaon to nearby town is full of potholes.,Road,Negative,Low,Someshwar,2024-04-07,412306,en
The road from Indapur to nearby town is full of potholes.,Road,Negative,Low,Pandare,2024-11-22,413103,en
Emergency ambulance did not arrive on time.,Health,Negative,Medium,Morgaon,2024-08-28,413304,en
Village health worker is absent since 2 days.,Health,Negative,High,Baramati,2025-05-23,413102,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,High,Baramati,2024-03-09,413102,mr
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Katphal,2024-04-15,413111,en
Playground is not maintained properly.,Others,Negative,Low,Nimbut,2024-12-26,413110,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Baramati,2024-04-13,413102,mr
Road construction is pending for months.,Road,Negative,Low,Morgaon,2025-05-30,413304,en
Electric transformer is not working in Bhigwan.,Electricity,Negative,High,Supa,2025-06-27,413109,en
Playground is not maintained properly.,Others,Negative,Low,Baramati,2024-01-11,413102,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Malegaon,2024-10-15,413115,mr
Medicines are not available at PHC.,Health,Negative,High,Pandare,2024-02-09,413103,en
No electricity for 6 hours continuously.,Electricity,Negative,High,Someshwar,2024-09-18,412306,en
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Morgaon,2024-04-08,413304,mr
Emergency ambulance did not arrive on time.,Health,Negative,Medium,Nimbut,2024-06-16,413110,en
Medicines are not available at PHC.,Health,Negative,Medium,Supa,2024-04-28,413109,en
Drinking water tank is empty.,Water,Negative,High,Someshwar,2024-11-21,412306,en
No doctor available at primary health center.,Health,Negative,High,Malegaon,2025-08-19,413115,en
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Malegaon,2025-02-10,413115,en
Village road is damaged due to rain.,Road,Negative,Low,Baramati,2024-03-14,413102,en
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Baramati,2025-07-31,413102,mr
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Katphal,2024-02-27,413111,mr
Emergency ambulance did not arrive on time.,Health,Negative,High,Nimbut,2024-08-24,413110,en
Road construction is pending for months.,Road,Negative,Low,Nimbut,2025-04-15,413110,en
Electric transformer is not working in Morgaon.,Electricity,Negative,High,Katphal,2025-01-11,413111,en
Medicines are not available at PHC.,Health,Negative,Medium,Katphal,2024-03-19,413111,en
Emergency ambulance did not arrive on time.,Health,Negative,High,Someshwar,2025-01-12,412306,en
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Malegaon,2025-05-29,413115,mr
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Malegaon,2025-06-10,413115,mr
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Baramati,2024-07-14,413102,mr
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Nimbut,2024-11-12,413110,en
Streetlights are not working at the chowk.,Others,Negative,Low,Pandare,2024-09-11,413103,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Katphal,2024-01-05,413111,mr
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Morgaon,2024-07-24,413304,mr
Garbage is not collected regularly in Daund.,Sanitation,Negative,Medium,Nimbut,2025-05-14,413110,en
"Handpump is broken, villagers are suffering.",Water,Negative,High,Pandare,2024-09-25,413103,en
गावातील शाळेत शिक्षक नाहीत.,Others,Negative,Low,Nimbut,2025-08-02,413110,mr
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Malegaon,2025-04-04,413115,mr
Drinking water tank is empty.,Water,Negative,High,Someshwar,2024-10-27,412306,en
Village health worker is absent since 2 days.,Health,Negative,High,Supa,2024-08-21,413109,en
Library in village remains closed.,Others,Negative,Low,Katphal,2024-08-10,413111,en
Road construction is pending for months.,Road,Negative,Low,Pandare,2024-08-28,413103,en
The road from Jejuri to nearby town is full of potholes.,Road,Negative,Low,Nimbut,2024-02-24,413110,en
No doctor available at primary health center.,Health,Negative,Medium,Nimbut,2024-10-06,413110,en
Emergency ambulance did not arrive on time.,Health,Negative,High,Baramati,2024-04-01,413102,en
गावात आरोग्य शिबीराची गरज आहे.,Health,Negative,Medium,Morgaon,2025-02-04,413304,mr
Electric transformer is not working in Indapur.,Electricity,Negative,High,Pandare,2024-03-22,413103,en
Library in village remains closed.,Others,Negative,Low,Pandare,2024-11-16,413103,en
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Katphal,2024-02-12,413111,en
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Morgaon,2024-07-23,413304,mr
Playground is not maintained properly.,Others,Negative,Low,Baramati,2024-09-04,413102,en
No doctor available at primary health center.,Health,Negative,Medium,Katphal,2024-01-26,413111,en
Medicines are not available at PHC.,Health,Negative,High,Malegaon,2025-07-13,413115,en
Drinking water tank is empty.,Water,Negative,High,Baramati,2024-05-09,413102,en
गावात कचरा उचलला जात नाही.,Sanitation,Negative,Medium,Nimbut,2024-02-12,413110,mr
No water supply in the village since 9 days.,Water,Negative,High,Baramati,2025-05-24,413102,en
No doctor available at primary health center.,Health,Negative,High,Supa,2024-07-21,413109,en
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Supa,2024-10-04,413109,mr
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Pandare,2024-04-14,413103,mr
गावात नवीन रस्ता बनवणे आवश्यक आहे.,Road,Negative,Low,Pandare,2024-06-18,413103,mr
Drinking water tank is empty.,Water,Negative,High,Malegaon,2024-05-18,413115,en
Electric transformer is not working in Loni.,Electricity,Negative,High,Someshwar,2024-01-08,412306,en
No doctor available at primary health center.,Health,Negative,Medium,Baramati,2024-11-28,413102,en
रस्त्यावर मोठे खड्डे पडले आहेत.,Road,Negative,Low,Pandare,2025-07-18,413103,mr
No electricity for 4 hours continuously.,Electricity,Negative,High,Supa,2024-01-02,413109,en
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Morgaon,2025-06-16,413304,mr
गावात पिण्याच्या पाण्याची समस्या आहे.,Water,Negative,High,Someshwar,2025-03-17,412306,mr
Drinking water tank is empty.,Water,Negative,High,Supa,2025-07-20,413109,en
गावात नाल्यांची स्वच्छता होत नाही.,Sanitation,Negative,Medium,Baramati,2025-08-17,413102,mr
Drainage water is overflowing on the streets.,Sanitation,Negative,Medium,Katphal,2025-02-13,413111,en
Playground is not maintained properly.,Others,Negative,Low,Malegaon,2024-05-26,413115,en
पाण्याचा टँकर आला नाही 7 दिवसांपासून.,Water,Negative,High,Katphal,2024-10-30,413111,mr
"Handpump is broken, villagers are suffering.",Water,Negative,High,Someshwar,2024-11-20,412306,en
"वीज खूप वेळा जाते, अभ्यासात अडचण येते.",Electricity,Negative,High,Katphal,2025-07-10,413111,mr
Garbage is not collected regularly in Baramati.,Sanitation,Negative,Medium,Malegaon,2025-06-01,413115,en
The road from Bhigwan to nearby town is full of potholes.,Road,Negative,Low,Supa,2024-12-15,413109,en
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Nimbut,2024-06-26,413110,en
Emergency ambulance did not arrive on time.,Health,Negative,Medium,Baramati,2024-04-15,413102,en
"Handpump is broken, villagers are suffering.",Water,Negative,High,Malegaon,2025-02-25,413115,en
पंचायत कार्यालयात कोणी उपलब्ध नाही.,Others,Negative,Low,Malegaon,2025-04-27,413115,mr
Dustbins are overflowing everywhere.,Sanitation,Negative,Medium,Morgaon,2025-07-19,413304,en
No electricity for 6 hours continuously.,Electricity,Negative,High,Katphal,2024-09-06,413111,en
